location_resolution,state,relaxing_or_restricting,policy_category,policy_subcategory,policy_subtarget,policy_description,date_issued,date_start,date_end_anticipated,date_end,intended_duration
state,District of Columbia,Other,Social distancing,Private sector closures,Non essential business (inclusive),"Non-essential, non-retail businesses should continue to have employees telework to the greatest extent possible consistent with their business operations.",2020-06-19,2020-06-22,Unspecified,Unspecified,Duration of Public Health Emergency
state,District of Columbia,Relaxing,Social distancing,Visitor restrictions,Nursing homes/assisted living facility; Older adults/individuals with underlying medical conditions,Receiving visitors inside the a nursing home or assisted living facility is restricted. DOH provides guidance on allowable procedures for receiving visitors.,2020-06-19,2020-06-22,Unspecified,Unspecified,Duration of Public Health Emergency
state,District of Columbia,Relaxing,Social distancing,Private sector closures,Retail stores (not including food),"Nonessential retail businesses may open to customers for indoor shopping, so long as they limit the number of people to 50% occupancy and establish processes to allow for social distancing. They must follow all DOH protocols.",2020-06-19,2020-06-22,Unspecified,2020-12-17,Duration of Public Health Emergency
state,District of Columbia,Relaxing,Social distancing,Mass gathering restrictions,General population (inclusive),Mass gatherings of over 50 people are prohibited. The prohibition on mass gatherings over ten individuals is repealed.,2020-06-19,2020-06-22,Unspecified,2020-11-25,Duration of Public Health Emergency
state,District of Columbia,Relaxing,Social distancing,Private sector closures,Personal care facilities,"In addition to the barbershops and hair salons that were allowed to operate in Phase One, tanning, waxing, threading, electrolysis, cryotherapy, facial, other skin services, and nail salons may open under the same conditions as barbershops and nail salons.",2020-06-19,2020-06-22,Unspecified,Unspecified,Duration of Public Health Emergency
state,District of Columbia,Relaxing,Social distancing,Private sector closures,Childcare facilities (preschool or other daycare),Camps and aftercare activities may reopen provided that no more than ten campers/participants are in a single indoor space at any one time. Protocols must allow for social distancing and handwashing. There must be no mixing of ten-child cohorts.,2020-06-19,2020-06-22,Unspecified,Unspecified,Duration of Public Health Emergency
state,District of Columbia,Relaxing,Social distancing,Private sector closures,Childcare facilities (preschool or other daycare),"Childcare centers may resume operations with the same staff/child ratios as applicable prior to the COVID-19 pandemic, with enhanced social distancing and hygiene practices as may be prescribed by the Office of the State Superintendent of Education or DOH.",2020-06-19,2020-06-22,Unspecified,Unspecified,Duration of Public Health Emergency
state,District of Columbia,Relaxing,Social distancing,Adaptation and mitigation measures,Restaurants/bars; Entertainment/concert venues/nightclubs,"Restaurants and other licensed food establishments may open for indoor dining with the following safeguards: all indoor diners must be seated and served at tables of no more than 6 persons separated by at least six feet; bar seating is prohibited if a bartender is working at that bar; sanitation and disinfection protocols must be implemented, and any activities not carried out at seated tables are prohibited; no indoor queuing is allowed; only 50% of indoor capacity is allowed. Restaurants and other food establishments may continue to operate with seated outdoor eating and drinking.",2020-06-19,2020-06-22,Unspecified,2020-12-14,Duration of Public Health Emergency
state,District of Columbia,Relaxing,Social distancing,Public service closures,Outdoor recreation or space,Playgrounds may open. Low to moderate contact sports are allowed on a casual basis.,2020-06-19,2020-06-22,Unspecified,Unspecified,Duration of Public Health Emergency
state,District of Columbia,Relaxing,Social distancing,Adaptation and mitigation measures,Nursing homes/assisted living facility; Older adults/individuals with underlying medical conditions,Limited group activities may occur in nursing homes and assisted living facilities per DOH guidelines. Communal dining inside facilities shall remain restricted per Mayor's Order 2020-063.,2020-06-19,2020-06-22,Unspecified,Unspecified,Duration of Public Health Emergency
state,District of Columbia,Relaxing,Social distancing,Public service closures,Public services; Government/public buildings,"Libraries may reopen for indoor service, with capacity limits of 50%. Libraries may set time limits for users.",2020-06-19,2020-06-22,Unspecified,2020-12-17,Duration of Public Health Emergency
state,District of Columbia,Relaxing,Social distancing,Private sector closures,Gym/workout facility/fitness center,"Fitness establishments such as gyms, health clubs, yoga, dance, and workout studios may open with capacity limits of five persons per 1000 square feet. See section XI.3 for more applicable restrictions.",2020-06-19,2020-06-22,Unspecified,2020-12-17,Duration of Public Health Emergency
state,District of Columbia,Relaxing,Social distancing,Private sector closures,Indoor recreation/sports facility,"Recreational facilities such as recreation centers, bowling alleys, climbing gyms, squash or racquet clubs, skating rinks, and skateboard parks may open with no more than 50% of capacity or 50 persons per room, whichever is fewer.",2020-06-19,2020-06-22,Unspecified,2020-12-17,Duration of Public Health Emergency
state,District of Columbia,Relaxing,Social distancing,Private sector closures,Churches/places of worship,"Places of worship may operate with expanded capacity limits. No service may exceed 50% of facility capacity or one hundred persons, whichever is fewer. Each group must be seated at least six feet from each other group. Facilities must be cleaned between services.",2020-06-19,2020-06-22,Unspecified,Unspecified,Duration of Public Health Emergency
state,District of Columbia,Relaxing,Social distancing,Public service closures,,"Museums and the National Zoo may reopen, provided that they do not offer guided tours where social distancing cannot be achieved, and do not permit more than 50 persons at one time into a self-contained facility.",2020-06-19,2020-06-22,Unspecified,2020-12-17,Duration of Public Health Emergency
state,District of Columbia,Relaxing,Social distancing,School closures,Higher education,Colleges and universities may reopen in accordance with plans and processes accepted by the Office of Planning.,2020-06-19,2020-06-22,Unspecified,Unspecified,Duration of Public Health Emergency
state,District of Columbia,Relaxing,Social distancing,Private sector closures,Housing sector,"Open houses may be held. Developers may resume hosting ground-breakings, grand openings, and other events. Further restrictions are laid out in section XII.1.",2020-06-19,2020-06-22,Unspecified,2020-12-17,Duration of Public Health Emergency
state,District of Columbia,Restricting,Social distancing,Isolation,Nursing homes/assisted living facility; Older adults/individuals with underlying medical conditions,Nursing homes and assisted living facilities shall maintain a dedicated space for cohorting and managing care for residents with COVID-19 and residents who are developing symptoms.,2020-06-19,2020-06-22,Unspecified,Unspecified,Duration of Public Health Emergency
